Type;Type productidentificatie;Productidentificatie;Artikelomschrijving;Datum;Bestelnummer;Aantal;"Tarief-
groep";Tarief;Bedrag;BTW %;Btw-bedrag;"Bedrag
(incl. BTW)";Land van verzending;Reden;Opmerking
Bijdrage aan pakketzegel(s);Track and Trace;05112983380792;Verzendzegel - DPD Pakket - NL naar BE;05-12-2020;1169509856;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983382060;Verzendzegel - DPD Pakket - NL naar BE;06-12-2020;1169663304;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977324626;Verzendzegel - DPD Pakket - NL naar BE;07-12-2020;1170132373;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983392901;Verzendzegel - DPD Pakket - NL naar BE;08-12-2020;1160208899;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977330679;Verzendzegel - DPD Pakket - NL naar BE;09-12-2020;1170691149;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983404016;Verzendzegel - DPD Pakket - NL naar BE;10-12-2020;1171641695;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983407418;Verzendzegel - DPD Pakket - NL naar BE;11-12-2020;1156016623;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973597192;Verzendzegel - DPD Pakket - NL naar BE;11-12-2020;1171909155;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983408724;Verzendzegel - DPD Pakket - NL naar BE;12-12-2020;1172093093;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983410351;Verzendzegel - DPD Pakket - NL naar BE;12-12-2020;1172346281;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989365683;Verzendzegel - DPD Pakket - NL naar BE;14-12-2020;1172404660;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989365694;Verzendzegel - DPD Pakket - NL naar NL;14-12-2020;1172417214;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977350809;Verzendzegel - DPD Pakket - NL naar BE;14-12-2020;1172802026;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973605416;Verzendzegel - DPD Pakket - NL naar BE;14-12-2020;1172523179;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983419203;Verzendzegel - DPD Pakket - NL naar BE;14-12-2020;1173060420;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973612821;Verzendzegel - DPD Pakket - NL naar BE;14-12-2020;1173130000;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989373101;Verzendzegel - DPD Pakket - NL naar BE;14-12-2020;1173265151;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977358209;Verzendzegel - DPD Pakket - NL naar BE;14-12-2020;1173299244;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983423301;Verzendzegel - DPD Pakket - NL naar BE;14-12-2020;1173333985;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989374313;Verzendzegel - DPD Pakket - NL naar NL;15-12-2020;1173452597;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973619878;Verzendzegel - DPD Pakket - NL naar BE;15-12-2020;1173614179;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977365258;Verzendzegel - DPD Pakket - NL naar BE;15-12-2020;1173881635;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977365260;Verzendzegel - DPD Pakket - NL naar NL;15-12-2020;1173720976;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989380153;Verzendzegel - DPD Pakket - NL naar BE;15-12-2020;1173621830;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977366756;Verzendzegel - DPD Pakket - NL naar BE;16-12-2020;1174059459;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989393845;Verzendzegel - DPD Pakket - NL naar BE;17-12-2020;1175117941;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977378949;Verzendzegel - DPD Pakket - NL naar BE;17-12-2020;1175104455;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977378950;Verzendzegel - DPD Pakket - NL naar BE;17-12-2020;1174961233;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989395310;Verzendzegel - DPD Pakket - NL naar BE;18-12-2020;1175225998;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973635024;Verzendzegel - DPD Pakket - NL naar BE;18-12-2020;1175247126;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973641742;Verzendzegel - DPD Pakket - NL naar BE;19-12-2020;1175447150;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973641936;Verzendzegel - DPD Pakket - NL naar BE;19-12-2020;1175601523;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989402230;Verzendzegel - DPD Pakket - NL naar BE;19-12-2020;1175449104;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977392036;Verzendzegel - DPD Pakket - NL naar BE;20-12-2020;1176269498;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977392058;Verzendzegel - DPD Pakket - NL naar BE;20-12-2020;1176618459;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977392201;Verzendzegel - DPD Pakket - NL naar NL;20-12-2020;1176201441;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989407119;Verzendzegel - DPD Pakket - NL naar BE;20-12-2020;1176171521;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973648219;Verzendzegel - DPD Pakket - NL naar BE;20-12-2020;1176844805;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983459701;Verzendzegel - DPD Pakket - NL naar NL;21-12-2020;1174286038;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973649381;Verzendzegel - DPD Pakket - NL naar BE;21-12-2020;1176930140;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989416989;Verzendzegel - DPD Pakket - NL naar BE;22-12-2020;1177512797;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112977402076;Verzendzegel - DPD Pakket - NL naar BE;22-12-2020;1171669902;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973663557;Verzendzegel - DPD Pakket - NL naar BE;23-12-2020;1171669902;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;3SBDC9486660595;Verzendzegel - DHL Pakket - NL naar NL;23-12-2020;1177599015;1;;€4,690000;€4,690000;21;€0,984900;€5,674900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983474376;Verzendzegel - DPD Pakket - NL naar BE;23-12-2020;1177617646;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973667363;Verzendzegel - DPD Pakket - NL naar BE;25-12-2020;1175777300;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973677170;Verzendzegel - DPD Pakket - NL naar BE;28-12-2020;1178919717;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112983487751;Verzendzegel - DPD Pakket - NL naar BE;28-12-2020;1178691612;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973677227;Verzendzegel - DPD Pakket - NL naar BE;28-12-2020;1178875745;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112989437544;Verzendzegel - DPD Pakket - NL naar BE;28-12-2020;1178030247;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s);Track and Trace;05112973679815;Verzendzegel - DPD Pakket - NL naar BE;29-12-2020;1179653732;1;;€4,790000;€4,790000;21;€1,005900;€5,795900;;;
Bijdrage aan pakketzegel(s) Totaal;;;;;;52;;;€248,98;;€52,29;€301,27;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ817246604;Verzendzegel - PostNL brievenbuspakje - NL naar NL;05-12-2020;1169180980;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ889986306;Verzendzegel - PostNL brievenbuspakje - NL naar NL;14-12-2020;1172663427;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ633928951;Verzendzegel - PostNL brievenbuspakje - NL naar NL;14-12-2020;1172746557;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ356900231;Verzendzegel - PostNL Pakket - NL naar NL;14-12-2020;1135154995;1;;€6,650000;€6,650000;0;€0,000000;€6,650000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ114977906;Verzendzegel - PostNL brievenbuspakje - NL naar NL;14-12-2020;1169073923;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ427270980;Verzendzegel - PostNL brievenbuspakje - NL naar NL;15-12-2020;1173888744;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ640688324;Verzendzegel - PostNL brievenbuspakje - NL naar NL;19-12-2020;1149179831;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ351283607;Verzendzegel - PostNL brievenbuspakje - NL naar NL;19-12-2020;1175794432;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ504298145;Verzendzegel - PostNL brievenbuspakje - NL naar NL;19-12-2020;1175584668;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ300975106;Verzendzegel - PostNL brievenbuspakje - NL naar NL;20-12-2020;1176127892;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ626386204;Verzendzegel - PostNL brievenbuspakje - NL naar NL;20-12-2020;1176237872;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ096362488;Verzendzegel - PostNL brievenbuspakje - NL naar NL;20-12-2020;1176479622;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ036192857;Verzendzegel - PostNL brievenbuspakje - NL naar NL;21-12-2020;1177371482;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ246582651;Verzendzegel - PostNL brievenbuspakje - NL naar NL;21-12-2020;1177469936;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ620916726;Verzendzegel - PostNL brievenbuspakje - NL naar NL;21-12-2020;1177472258;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ590314551;Verzendzegel - PostNL brievenbuspakje - NL naar NL;23-12-2020;1177671151;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ214045357;Verzendzegel - PostNL brievenbuspakje - NL naar NL;23-12-2020;1177685005;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ235260954;Verzendzegel - PostNL brievenbuspakje - NL naar NL;23-12-2020;1177756907;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ775800475;Verzendzegel - PostNL brievenbuspakje - NL naar NL;23-12-2020;1177836727;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ191609026;Verzendzegel - PostNL brievenbuspakje - NL naar NL;25-12-2020;1178415911;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ972585595;Verzendzegel - PostNL brievenbuspakje - NL naar NL;25-12-2020;1177222820;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V.;Track and Trace;3SBLCQ675008061;Verzendzegel - PostNL brievenbuspakje - NL naar NL;28-12-2020;1179200073;1;;€3,900000;€3,900000;0;€0,000000;€3,900000;;;
Bijdrage aan pakketzegel(s) Koninklijke PostNL B.V. Totaal;;;;;;22;;;€88,55;;€0,00;€88,55;;;
Bijdrage aan retourzegel(s);;;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;24-12-2020;1175601523;1;;€2,330000;€2,330000;21;€0,489300;€2,819300;;;
Bijdrage aan retourzegel(s) Totaal;;;;;;1;;;€2,33;;€0,49;€2,82;;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;03-12-2020;1168886801;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;05-12-2020;1169180980;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;05-12-2020;1169509856;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;06-12-2020;1169663304;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;07-12-2020;1170132373;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;08-12-2020;1160208899;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;09-12-2020;1170691149;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440009;Lilo® - Vibrator Voor Vrouwen - G spot & clitoris stimulator- Erotiek Toy Seksspeeltjes Met 10 Frequenties -  USB Oplaadbar  - Waterproof - Geschikt voor glijmiddel - 21.8 cm - Roze;10-12-2020;1171641695;1;;€4,404959;€4,404959;21;€0,925041;€5,330000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;11-12-2020;1156016623;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;11-12-2020;1171909155;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;12-12-2020;1172093093;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;12-12-2020;1172064406;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;12-12-2020;1172346281;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;14-12-2020;1172404660;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1172523179;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;14-12-2020;1172417214;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1172802026;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1172663427;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1172746557;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;14-12-2020;1135154995;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1169073923;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1173060420;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1173130000;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1173265151;1;;€2,380165;€2,380165;21;€0,499835;€2,880000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;14-12-2020;1173299244;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;14-12-2020;1173333985;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;15-12-2020;1173452597;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;15-12-2020;1173888744;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;15-12-2020;1173881635;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440009;Lilo® - Vibrator Voor Vrouwen - G spot & clitoris stimulator- Erotiek Toy Seksspeeltjes Met 10 Frequenties -  USB Oplaadbar  - Waterproof - Geschikt voor glijmiddel - 21.8 cm - Roze;15-12-2020;1173720976;1;;€4,404959;€4,404959;21;€0,925041;€5,330000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;15-12-2020;1173621830;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;15-12-2020;1173614179;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;16-12-2020;1174059459;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;17-12-2020;1175117941;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;17-12-2020;1175104455;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;17-12-2020;1174961233;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;18-12-2020;1175225998;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;18-12-2020;1175247126;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;19-12-2020;1175447150;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;19-12-2020;1149179831;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;19-12-2020;1175794432;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;19-12-2020;1175601523;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
Commissie;EAN;8720387440016;Among Us Knuffel |Plushie| Rood | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm;19-12-2020;1175584668;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;NL;;
Commissie;EAN;8720387440023;Among US Knuffel | Plushie |  Among Us Knuffel |Plushie| Blauw | Among Us Plushie | Among Us | Cadeau | Gift | Knuffel |10 cm | Crewmate Imposter  |10cm;19-12-2020;1175449104;1;;€2,859504;€2,859504;21;€0,600496;€3,460000;BE;;
